<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2022.03.01	09:10:00	1.12124	1.12185	1.12108	1.12181	844	0	0
2022.03.01	09:20:00	1.12182	1.12240	1.12175	1.12196	676	0	0
2022.03.01	09:30:00	1.12196	1.12238	1.12191	1.12214	886	0	0
2022.03.01	09:40:00	1.12215	1.12215	1.12147	1.12176	867	0	0
2022.03.01	09:50:00	1.12177	1.12299	1.12176	1.12298	1108	0	0
2022.03.01	10:00:00	1.12296	1.12331	1.12182	1.12211	1371	0	0
2022.03.01	10:10:00	1.12211	1.12211	1.12121	1.12143	1090	0	0
2022.03.01	10:20:00	1.12143	1.12183	1.12118	1.12132	985	0	0
2022.03.01	10:30:00	1.12132	1.12235	1.12118	1.12220	1022	0	0
2022.03.01	10:40:00	1.12220	1.12236	1.12141	1.12222	994	0	0
2022.03.01	10:50:00	1.12221	1.12271	1.12193	1.12267	1007	0	0
2022.03.01	11:00:00	1.12266	1.12295	1.12200	1.12241	1048	0	0
2022.03.01	11:10:00	1.12240	1.12274	1.12206	1.12270	730	0	0
2022.03.01	11:20:00	1.12270	1.12293	1.12223	1.12223	902	0	0
2022.03.01	11:30:00	1.12223	1.12225	1.11957	1.12072	1438	0	0
2022.03.01	11:40:00	1.12073	1.12088	1.11926	1.11958	1432	0	0
2022.03.01	11:50:00	1.11957	1.11984	1.11899	1.11963	1261	0	0
2022.03.01	12:00:00	1.11962	1.11985	1.11805	1.11831	1135	0	0
2022.03.01	12:10:00	1.11831	1.11845	1.11720	1.11734	1567	0	0
2022.03.01	12:20:00	1.11733	1.11776	1.11722	1.11722	1266	0	0
2022.03.01	12:30:00	1.11722	1.11749	1.11662	1.11703	1876	0	0
2022.03.01	12:40:00	1.11703	1.11845	1.11683	1.11842	1172	0	0
2022.03.01	12:50:00	1.11842	1.11863	1.11787	1.11812	1170	0	0
2022.03.01	13:00:00	1.11812	1.11812	1.11737	1.11793	1208	0	0
2022.03.01	13:10:00	1.11794	1.11825	1.11745	1.11770	1415	0	0
2022.03.01	13:20:00	1.11769	1.11812	1.11733	1.11812	1228	0	0
2022.03.01	13:30:00	1.11812	1.11861	1.11796	1.11804	1274	0	0
2022.03.01	13:40:00	1.11804	1.11863	1.11801	1.11825	890	0	0
2022.03.01	13:50:00	1.11827	1.11827	1.11737	1.11758	1101	0	0
2022.03.01	14:00:00	1.11758	1.11805	1.11735	1.11752	1246	0	0
2022.03.01	14:10:00	1.11752	1.11755	1.11687	1.11696	932	0	0
2022.03.01	14:20:00	1.11696	1.11777	1.11696	1.11765	705	0	0
2022.03.01	14:30:00	1.11763	1.11772	1.11672	1.11675	788	0	0
2022.03.01	14:40:00	1.11676	1.11696	1.11596	1.11638	1064	0	0
2022.03.01	14:50:00	1.11638	1.11653	1.11561	1.11603	1291	0	0
2022.03.01	15:00:00	1.11604	1.11702	1.11604	1.11659	1381	0	0
2022.03.01	15:10:00	1.11659	1.11662	1.11514	1.11528	1348	0	0
2022.03.01	15:20:00	1.11527	1.11538	1.11406	1.11500	1611	0	0
2022.03.01	15:30:00	1.11500	1.11635	1.11499	1.11603	1340	0	0
2022.03.01	15:40:00	1.11602	1.11647	1.11568	1.11611	1210	0	0
2022.03.01	15:50:00	1.11611	1.11687	1.11546	1.11604	1232	0	0
2022.03.01	16:00:00	1.11604	1.11621	1.11508	1.11536	1217	0	0
2022.03.01	16:10:00	1.11536	1.11586	1.11433	1.11514	1263	0	0
2022.03.01	16:20:00	1.11514	1.11555	1.11481	1.11519	1273	0	0
2022.03.01	16:30:00	1.11518	1.11553	1.11449	1.11552	1558	0	0
2022.03.01	16:40:00	1.11552	1.11604	1.11529	1.11540	1220	0	0
2022.03.01	16:50:00	1.11540	1.11576	1.11426	1.11515	1687	0	0
2022.03.01	17:00:00	1.11517	1.11517	1.11359	1.11375	1723	0	0
2022.03.01	17:10:00	1.11373	1.11448	1.11281	1.11437	1861	0	0
2022.03.01	17:20:00	1.11437	1.11471	1.11368	1.11390	1464	0	0
2022.03.01	17:30:00	1.11390	1.11443	1.11365	1.11370	1606	0	0
2022.03.01	17:40:00	1.11370	1.11433	1.11315	1.11327	1542	0	0
2022.03.01	17:50:00	1.11327	1.11450	1.11319	1.11398	1725	0	0
2022.03.01	18:00:00	1.11401	1.11442	1.11336	1.11346	1426	0	0
2022.03.01	18:10:00	1.11351	1.11375	1.11189	1.11224	1116	0	0
2022.03.01	18:20:00	1.11223	1.11231	1.11079	1.11162	1567	0	0
2022.03.01	18:30:00	1.11162	1.11169	1.11085	1.11105	1415	0	0
2022.03.01	18:40:00	1.11106	1.11155	1.11035	1.11066	1817	0	0
2022.03.01	18:50:00	1.11067	1.11086	1.10986	1.11029	1338	0	0
2022.03.01	19:00:00	1.11030	1.11067	1.10898	1.10900	1519	0	0
2022.03.01	19:10:00	1.10900	1.11049	1.10897	1.11028	1427	0	0
2022.03.01	19:20:00	1.11027	1.11081	1.11007	1.11027	1053	0	0
2022.03.01	19:30:00	1.11028	1.11209	1.11023	1.11110	1384	0	0
2022.03.01	19:40:00	1.11110	1.11242	1.11104	1.11241	1354	0	0
2022.03.01	19:50:00	1.11240	1.11261	1.11088	1.11089	1005	0	0
2022.03.01	20:00:00	1.11088	1.11133	1.11050	1.11101	1008	0	0
2022.03.01	20:10:00	1.11101	1.11108	1.11034	1.11038	1124	0	0
2022.03.01	20:20:00	1.11037	1.11061	1.10986	1.11007	760	0	0
2022.03.01	20:30:00	1.11007	1.11161	1.11001	1.11145	1128	0	0
2022.03.01	20:40:00	1.11145	1.11258	1.11135	1.11187	1476	0	0
2022.03.01	20:50:00	1.11187	1.11243	1.11170	1.11224	1128	0	0
2022.03.01	21:00:00	1.11221	1.11241	1.11138	1.11145	913	0	0
2022.03.01	21:10:00	1.11145	1.11179	1.11131	1.11169	808	0	0
2022.03.01	21:20:00	1.11169	1.11225	1.11133	1.11217	661	0	0
2022.03.01	21:30:00	1.11217	1.11347	1.11215	1.11342	915	0	0
2022.03.01	21:40:00	1.11340	1.11345	1.11257	1.11261	795	0	0
2022.03.01	21:50:00	1.11261	1.11263	1.11185	1.11220	973	0	0
2022.03.01	22:00:00	1.11220	1.11324	1.11220	1.11283	965	0	0
2022.03.01	22:10:00	1.11278	1.11298	1.11203	1.11217	998	0	0
2022.03.01	22:20:00	1.11216	1.11242	1.11162	1.11207	479	0	0
2022.03.01	22:30:00	1.11207	1.11236	1.11165	1.11201	790	0	0
2022.03.01	22:40:00	1.11199	1.11273	1.11170	1.11247	846	0	0
2022.03.01	22:50:00	1.11245	1.11329	1.11237	1.11303	1012	0	0
2022.03.01	23:00:00	1.11302	1.11377	1.11282	1.11282	456	0	0
2022.03.01	23:10:00	1.11283	1.11318	1.11270	1.11302	281	0	5
2022.03.01	23:20:00	1.11302	1.11304	1.11252	1.11263	181	0	5
2022.03.01	23:30:00	1.11263	1.11278	1.11240	1.11258	280	0	6
2022.03.01	23:40:00	1.11256	1.11299	1.11236	1.11241	242	0	6
2022.03.01	23:50:00	1.11240	1.11240	1.11221	1.11229	136	0	10
2022.03.02	00:00:00	1.11248	1.11248	1.11158	1.11229	32	0	15
2022.03.02	00:10:00	1.11217	1.11252	1.11180	1.11238	151	0	65
2022.03.02	00:20:00	1.11225	1.11247	1.11209	1.11238	94	0	47
2022.03.02	00:30:00	1.11246	1.11259	1.11223	1.11236	232	0	30
2022.03.02	00:40:00	1.11240	1.11246	1.11236	1.11243	34	0	19
2022.03.02	00:50:00	1.11244	1.11244	1.11171	1.11178	375	0	22
2022.03.02	01:00:00	1.11178	1.11245	1.11172	1.11236	258	0	10
2022.03.02	01:10:00	1.11235	1.11255	1.11224	1.11224	147	0	11
2022.03.02	01:20:00	1.11227	1.11271	1.11227	1.11270	143	0	7
2022.03.02	01:30:00	1.11269	1.11310	1.11267	1.11297	169	0	7
2022.03.02	01:40:00	1.11300	1.11300	1.11266	1.11277	84	0	10
2022.03.02	01:50:00	1.11278	1.11336	1.11271	1.11315	124	0	10
2022.03.02	02:00:00	1.11315	1.11329	1.11213	1.11238	382	0	0
2022.03.02	02:10:00	1.11240	1.11313	1.11233	1.11306	312	0	0
2022.03.02	02:20:00	1.11306	1.11335	1.11278	1.11281	278	0	0
2022.03.02	02:30:00	1.11280	1.11291	1.11261	1.11280	213	0	0
2022.03.02	02:40:00	1.11281	1.11283	1.11232	1.11249	195	0	0
2022.03.02	02:50:00	1.11249	1.11275	1.11242	1.11261	347	0	0
2022.03.02	03:00:00	1.11262	1.11263	1.11223	1.11245	451	0	0
2022.03.02	03:10:00	1.11245	1.11284	1.11242	1.11264	262	0	0
2022.03.02	03:20:00	1.11264	1.11310	1.11262	1.11298	300	0	0
2022.03.02	03:30:00	1.11297	1.11353	1.11296	1.11300	451	0	0
2022.03.02	03:40:00	1.11300	1.11318	1.11248	1.11269	403	0	0
2022.03.02	03:50:00	1.11269	1.11283	1.11245	1.11280	257	0	0
2022.03.02	04:00:00	1.11280	1.11317	1.11250	1.11303	310	0	0
2022.03.02	04:10:00	1.11303	1.11303	1.11207	1.11224	298	0	0
2022.03.02	04:20:00	1.11224	1.11236	1.11111	1.11167	441	0	0
2022.03.02	04:30:00	1.11168	1.11244	1.11162	1.11226	412	0	0
2022.03.02	04:40:00	1.11226	1.11242	1.11190	1.11240	294	0	0
2022.03.02	04:50:00	1.11241	1.11278	1.11235	1.11249	651	0	0
2022.03.02	05:00:00	1.11250	1.11288	1.11247	1.11251	207	0	0
2022.03.02	05:10:00	1.11251	1.11274	1.11231	1.11251	210	0	0
2022.03.02	05:20:00	1.11251	1.11251	1.11184	1.11184	278	0	0
2022.03.02	05:30:00	1.11184	1.11229	1.11179	1.11208	300	0	0
2022.03.02	05:40:00	1.11209	1.11219	1.11184	1.11198	259	0	0
2022.03.02	05:50:00	1.11199	1.11208	1.11178	1.11190	286	0	0
2022.03.02	06:00:00	1.11191	1.11208	1.11176	1.11184	208	0	0
2022.03.02	06:10:00	1.11184	1.11235	1.11183	1.11206	358	0	0
2022.03.02	06:20:00	1.11207	1.11217	1.11183	1.11213	268	0	0
2022.03.02	06:30:00	1.11213	1.11224	1.11200	1.11212	362	0	0
2022.03.02	06:40:00	1.11212	1.11212	1.11176	1.11183	256	0	0
2022.03.02	06:50:00	1.11183	1.11231	1.11175	1.11230	327	0	0
2022.03.02	07:00:00	1.11230	1.11231	1.11188	1.11188	306	0	0
2022.03.02	07:10:00	1.11190	1.11191	1.11142	1.11149	429	0	0
2022.03.02	07:20:00	1.11149	1.11160	1.11130	1.11151	390	0	0
2022.03.02	07:30:00	1.11151	1.11178	1.11133	1.11176	314	0	0
2022.03.02	07:40:00	1.11176	1.11180	1.11136	1.11140	220	0	0
2022.03.02	07:50:00	1.11140	1.11170	1.11139	1.11148	293	0	0
2022.03.02	08:00:00	1.11149	1.11173	1.11132	1.11134	458	0	0
2022.03.02	08:10:00	1.11134	1.11180	1.11108	1.11170	431	0	0
2022.03.02	08:20:00	1.11170	1.11171	1.11122	1.11124	278	0	0
2022.03.02	08:30:00	1.11124	1.11152	1.11105	1.11109	426	0	0
2022.03.02	08:40:00	1.11108	1.11109	1.10966	1.11016	778	0	0
2022.03.02	08:50:00	1.11017	1.11043	1.10970	1.10975	624	0	0
2022.03.02	09:00:00	1.10975	1.11041	1.10963	1.11001	1305	0	0
2022.03.02	09:10:00	1.11002	1.11020	1.10889	1.10891	1164	0	0
2022.03.02	09:20:00	1.10890	1.11033	1.10837	1.11001	1514	0	0
2022.03.02	09:30:00	1.11001	1.11122	1.10990	1.11049	1489	0	0
2022.03.02	09:40:00	1.11049	1.11057	1.10929	1.10977	1303	0	0
2022.03.02	09:50:00	1.10977	1.11035	1.10851	1.10936	1637	0	0
2022.03.02	10:00:00	1.10935	1.10993	1.10856	1.10923	2182	0	0
2022.03.02	10:10:00	1.10922	1.10938	1.10795	1.10905	1949	0	0
2022.03.02	10:20:00	1.10905	1.10992	1.10896	1.10977	1538	0	0
2022.03.02	10:30:00	1.10976	1.11039	1.10928	1.11023	1375	0	0
2022.03.02	10:40:00	1.11024	1.11033	1.10901	1.10918	1467	0	0
2022.03.02	10:50:00	1.10918	1.10948	1.10837	1.10859	1173	0	0
2022.03.02	11:00:00	1.10857	1.10906	1.10684	1.10688	1393	0	0
2022.03.02	11:10:00	1.10692	1.10719	1.10639	1.10652	1328	0	0
2022.03.02	11:20:00	1.10651	1.10661	1.10589	1.10639	1118	0	0
2022.03.02	11:30:00	1.10640	1.10890	1.10604	1.10715	2666	0	0
2022.03.02	11:40:00	1.10714	1.10832	1.10701	1.10818	1400	0	0
2022.03.02	11:50:00	1.10818	1.10988	1.10816	1.10821	1402	0	0
2022.03.02	12:00:00	1.10821	1.10858	1.10760	1.10823	1223	0	0
2022.03.02	12:10:00	1.10822	1.10878	1.10798	1.10826	1028	0	0
2022.03.02	12:20:00	1.10824	1.10945	1.10801	1.10936	1124	0	0
2022.03.02	12:30:00	1.10936	1.10956	1.10882	1.10945	1203	0	0
2022.03.02	12:40:00	1.10946	1.11022	1.10909	1.10917	1042	0	0
2022.03.02	12:50:00	1.10918	1.11012	1.10913	1.10973	1028	0	0
2022.03.02	13:00:00	1.10974	1.11030	1.10937	1.10992	1031	0	0
2022.03.02	13:10:00	1.10992	1.11004	1.10881	1.10907	1166	0	0
2022.03.02	13:20:00	1.10907	1.11003	1.10899	1.10950	923	0	0
2022.03.02	13:30:00	1.10950	1.11006	1.10918	1.10935	1284	0	0
2022.03.02	13:40:00	1.10934	1.10944	1.10853	1.10935	1068	0	0
2022.03.02	13:50:00	1.10935	1.11016	1.10905	1.10997	1174	0	0
2022.03.02	14:00:00	1.10994	1.11037	1.10944	1.11034	1039	0	0
2022.03.02	14:10:00	1.11034	1.11131	1.11006	1.11044	1115	0	0
2022.03.02	14:20:00	1.11044	1.11127	1.11005	1.11125	1150	0	0
2022.03.02	14:30:00	1.11127	1.11128	1.11010	1.11015	1259	0	0
2022.03.02	14:40:00	1.11014	1.11043	1.10962	1.11032	1206	0	0
2022.03.02	14:50:00	1.11030	1.11193	1.11021	1.11169	1558	0	0
2022.03.02	15:00:00	1.11172	1.11172	1.11034	1.11057	1481	0	0
2022.03.02	15:10:00	1.11056	1.11097	1.10981	1.11024	1421	0	0
2022.03.02	15:20:00	1.11024	1.11052	1.10947	1.10964	1245	0	0
2022.03.02	15:30:00	1.10964	1.11035	1.10929	1.10940	1558	0	0
2022.03.02	15:40:00	1.10941	1.10995	1.10888	1.10992	1171	0	0
2022.03.02	15:50:00	1.10992	1.11102	1.10992	1.11045	1286	0	0
2022.03.02	16:00:00	1.11046	1.11048	1.10840	1.10873	1428	0	0
2022.03.02	16:10:00	1.10873	1.10958	1.10856	1.10958	1341	0	0
2022.03.02	16:20:00	1.10958	1.11001	1.10901	1.10995	1331	0	0
2022.03.02	16:30:00	1.10995	1.10995	1.10859	1.10866	1622	0	0
2022.03.02	16:40:00	1.10866	1.10874	1.10762	1.10808	1477	0	0
2022.03.02	16:50:00	1.10808	1.10993	1.10797	1.10936	1460	0	0
2022.03.02	17:00:00	1.10935	1.10981	1.10869	1.10907	1677	0	0
2022.03.02	17:10:00	1.10907	1.10944	1.10800	1.10835	1753	0	0
2022.03.02	17:20:00	1.10835	1.10977	1.10735	1.10929	1831	0	0
2022.03.02	17:30:00	1.10931	1.10952	1.10680	1.10719	2886	0	0
2022.03.02	17:40:00	1.10718	1.10727	1.10574	1.10616	2159	0	0
2022.03.02	17:50:00	1.10616	1.10698	1.10615	1.10681	2177	0	0
2022.03.02	18:00:00	1.10682	1.10898	1.10634	1.10862	2545	0	0
2022.03.02	18:10:00	1.10864	1.10921	1.10825	1.10856	1774	0	0
2022.03.02	18:20:00	1.10858	1.10938	1.10850	1.10894	1517	0	0
2022.03.02	18:30:00	1.10895	1.11434	1.10877	1.11101	2885	0	0
2022.03.02	18:40:00	1.11103	1.11123	1.11017	1.11088	2226	0	0
2022.03.02	18:50:00	1.11088	1.11176	1.11022	1.11025	1973	0	0
2022.03.02	19:00:00	1.11025	1.11036	1.10874	1.10914	1581	0	0
2022.03.02	19:10:00	1.10913	1.10986	1.10912	1.10914	1563	0	0
2022.03.02	19:20:00	1.10913	1.10923	1.10816	1.10854	1432	0	0
2022.03.02	19:30:00	1.10854	1.10904	1.10789	1.10888	1223	0	0
2022.03.02	19:40:00	1.10890	1.10960	1.10885	1.10952	720	0	0
2022.03.02	19:50:00	1.10956	1.11036	1.10901	1.11022	923	0	0
2022.03.02	20:00:00	1.11022	1.11146	1.10998	1.11145	807	0	0
2022.03.02	20:10:00	1.11144	1.11173	1.11113	1.11113	873	0	0
2022.03.02	20:20:00	1.11113	1.11157	1.11092	1.11146	735	0	0
2022.03.02	20:30:00	1.11145	1.11300	1.11141	1.11280	943	0	0
2022.03.02	20:40:00	1.11280	1.11311	1.11245	1.11251	850	0	0
2022.03.02	20:50:00	1.11251	1.11297	1.11239	1.11280	899	0	0
2022.03.02	21:00:00	1.11282	1.11342	1.11234	1.11331	925	0	0
2022.03.02	21:10:00	1.11331	1.11339	1.11290	1.11316	678	0	0
2022.03.02	21:20:00	1.11317	1.11334	1.11247	1.11295	657	0	0
2022.03.02	21:30:00	1.11294	1.11324	1.11268	1.11291	545	0	0
2022.03.02	21:40:00	1.11291	1.11295	1.11222	1.11258	632	0	0
2022.03.02	21:50:00	1.11262	1.11287	1.11165	1.11243	1046	0	0
2022.03.02	22:00:00	1.11246	1.11307	1.11243	1.11284	816	0	0
2022.03.02	22:10:00	1.11284	1.11288	1.11195	1.11253	761	0	0
2022.03.02	22:20:00	1.11251	1.11258	1.11214	1.11249	791	0	0
2022.03.02	22:30:00	1.11251	1.11256	1.11184	1.11184	655	0	0
2022.03.02	22:40:00	1.11184	1.11206	1.11176	1.11176	643	0	0
2022.03.02	22:50:00	1.11180	1.11286	1.11179	1.11272	972	0	0
2022.03.02	23:00:00	1.11271	1.11290	1.11216	1.11225	518	0	0
2022.03.02	23:10:00	1.11225	1.11242	1.11221	1.11235	216	0	5
2022.03.02	23:20:00	1.11235	1.11237	1.11206	1.11217	188	0	4
2022.03.02	23:30:00	1.11217	1.11237	1.11201	1.11208	152	0	6
2022.03.02	23:40:00	1.11208	1.11236	1.11202	1.11234	126	0	7
2022.03.02	23:50:00	1.11235	1.11243	1.11184	1.11184	164	0	6
2022.03.03	00:00:00	1.11160	1.11193	1.11121	1.11142	48	0	11
2022.03.03	00:10:00	1.11142	1.11184	1.11125	1.11148	75	0	31
2022.03.03	00:20:00	1.11149	1.11174	1.11148	1.11174	248	0	22
2022.03.03	00:30:00	1.11174	1.11194	1.11148	1.11170	1079	0	6
2022.03.03	00:40:00	1.11171	1.11181	1.11140	1.11173	631	0	14
2022.03.03	00:50:00	1.11175	1.11196	1.11151	1.11189	210	0	7
2022.03.03	01:00:00	1.11190	1.11205	1.11160	1.11198	612	0	7
2022.03.03	01:10:00	1.11198	1.11205	1.11148	1.11149	286	0	6
2022.03.03	01:20:00	1.11149	1.11149	1.11100	1.11104	297	0	7
2022.03.03	01:30:00	1.11103	1.11144	1.11103	1.11137	216	0	6
2022.03.03	01:40:00	1.11137	1.11170	1.11125	1.11164	170	0	7
2022.03.03	01:50:00	1.11163	1.11175	1.11113	1.11116	275	0	7
2022.03.03	02:00:00	1.11115	1.11151	1.11102	1.11119	420	0	0
2022.03.03	02:10:00	1.11120	1.11153	1.11113	1.11135	349	0	0
2022.03.03	02:20:00	1.11135	1.11156	1.11051	1.11053	350	0	0
2022.03.03	02:30:00	1.11054	1.11057	1.11003	1.11049	260	0	0
2022.03.03	02:40:00	1.11048	1.11048	1.11023	1.11042	267	0	0
2022.03.03	02:50:00	1.11042	1.11049	1.11014	1.11017	236	0	0
2022.03.03	03:00:00	1.11023	1.11036	1.10940	1.10985	531	0	0
2022.03.03	03:10:00	1.10985	1.10995	1.10952	1.10992	541	0	0
2022.03.03	03:20:00	1.10994	1.11005	1.10970	1.10986	282	0	0
2022.03.03	03:30:00	1.10986	1.11031	1.10975	1.10976	423	0	0
2022.03.03	03:40:00	1.10977	1.11007	1.10956	1.10973	527	0	0
2022.03.03	03:50:00	1.10970	1.11017	1.10955	1.10977	535	0	0
2022.03.03	04:00:00	1.10977	1.11005	1.10901	1.10929	513	0	0
2022.03.03	04:10:00	1.10929	1.10952	1.10905	1.10941	462	0	0
2022.03.03	04:20:00	1.10941	1.11004	1.10939	1.10999	342	0	0
2022.03.03	04:30:00	1.10999	1.11060	1.10999	1.11027	568	0	0
2022.03.03	04:40:00	1.11027	1.11062	1.11023	1.11055	452	0	0
2022.03.03	04:50:00	1.11057	1.11066	1.11041	1.11060	423	0	0
2022.03.03	05:00:00	1.11060	1.11066	1.11016	1.11017	346	0	0
2022.03.03	05:10:00	1.11017	1.11022	1.10973	1.10975	277	0	0
2022.03.03	05:20:00	1.10975	1.11003	1.10968	1.10968	269	0	0
2022.03.03	05:30:00	1.10966	1.10983	1.10957	1.10979	201	0	0
2022.03.03	05:40:00	1.10979	1.10979	1.10955	1.10965	241	0	0
2022.03.03	05:50:00	1.10965	1.10996	1.10957	1.10996	160	0	0
2022.03.03	06:00:00	1.10997	1.11035	1.10997	1.11017	316	0	0
2022.03.03	06:10:00	1.11017	1.11024	1.11001	1.11013	240	0	0
2022.03.03	06:20:00	1.11014	1.11022	1.10985	1.10996	282	0	0
2022.03.03	06:30:00	1.10995	1.10998	1.10972	1.10975	267	0	0
2022.03.03	06:40:00	1.10975	1.10993	1.10971	1.10989	201	0	0
2022.03.03	06:50:00	1.10987	1.11003	1.10971	1.10979	217	0	0
2022.03.03	07:00:00	1.10978	1.11024	1.10978	1.11024	208	0	0
2022.03.03	07:10:00	1.11024	1.11038	1.11024	1.11036	319	0	0
2022.03.03	07:20:00	1.11035	1.11046	1.11014	1.11024	247	0	0
2022.03.03	07:30:00	1.11024	1.11030	1.11012	1.11023	399	0	0
2022.03.03	07:40:00	1.11023	1.11038	1.11023	1.11035	198	0	0
2022.03.03	07:50:00	1.11035	1.11044	1.11016	1.11019	254	0	0
2022.03.03	08:00:00	1.11018	1.11044	1.10944	1.10960	220	0	0
2022.03.03	08:10:00	1.10960	1.11017	1.10952	1.10989	406	0	0
2022.03.03	08:20:00	1.10989	1.10998	1.10954	1.10973	264	0	0
2022.03.03	08:30:00	1.10973	1.11007	1.10938	1.10998	267	0	0
2022.03.03	08:40:00	1.10998	1.11024	1.10985	1.11015	402	0	0
2022.03.03	08:50:00	1.11015	1.11062	1.11001	1.11045	541	0	0
2022.03.03	09:00:00	1.11045	1.11058	1.11027	1.11050	433	0	0
2022.03.03	09:10:00	1.11050	1.11054	1.10949	1.10953	544	0	0
2022.03.03	09:20:00	1.10954	1.11021	1.10951	1.11006	547	0	0
2022.03.03	09:30:00	1.11006	1.11008	1.10953	1.10980	618	0	0
2022.03.03	09:40:00	1.10980	1.11004	1.10913	1.10936	739	0	0
2022.03.03	09:50:00	1.10935	1.11009	1.10918	1.10976	748	0	0
2022.03.03	10:00:00	1.10975	1.10975	1.10894	1.10936	1061	0	0
2022.03.03	10:10:00	1.10938	1.10996	1.10930	1.10964	1042	0	0
2022.03.03	10:20:00	1.10964	1.11002	1.10943	1.10954	952	0	0
2022.03.03	10:30:00	1.10954	1.10975	1.10869	1.10927	1093	0	0
