<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2022.07.18	11:50:00	1.01234	1.01335	1.01199	1.01307	1271	0	0
2022.07.18	12:00:00	1.01307	1.01348	1.01237	1.01319	1281	0	0
2022.07.18	12:10:00	1.01319	1.01405	1.01312	1.01379	848	0	0
2022.07.18	12:20:00	1.01379	1.01491	1.01378	1.01478	1053	0	0
2022.07.18	12:30:00	1.01477	1.01495	1.01428	1.01452	990	0	0
2022.07.18	12:40:00	1.01458	1.01581	1.01444	1.01539	1049	0	0
2022.07.18	12:50:00	1.01536	1.01565	1.01506	1.01556	886	0	0
2022.07.18	13:00:00	1.01556	1.01612	1.01523	1.01527	881	0	0
2022.07.18	13:10:00	1.01528	1.01640	1.01524	1.01622	843	0	0
2022.07.18	13:20:00	1.01621	1.01756	1.01619	1.01621	1178	0	0
2022.07.18	13:30:00	1.01623	1.01651	1.01574	1.01576	894	0	0
2022.07.18	13:40:00	1.01574	1.01577	1.01509	1.01522	981	0	0
2022.07.18	13:50:00	1.01522	1.01584	1.01516	1.01563	944	0	0
2022.07.18	14:00:00	1.01564	1.01580	1.01471	1.01538	1205	0	0
2022.07.18	14:10:00	1.01539	1.01593	1.01523	1.01545	879	0	0
2022.07.18	14:20:00	1.01546	1.01559	1.01462	1.01468	938	0	0
2022.07.18	14:30:00	1.01471	1.01537	1.01452	1.01463	1009	0	0
2022.07.18	14:40:00	1.01463	1.01469	1.01409	1.01428	1003	0	0
2022.07.18	14:50:00	1.01427	1.01437	1.01378	1.01424	1030	0	0
2022.07.18	15:00:00	1.01424	1.01473	1.01295	1.01351	1392	0	0
2022.07.18	15:10:00	1.01351	1.01353	1.01232	1.01273	1401	0	0
2022.07.18	15:20:00	1.01273	1.01317	1.01195	1.01206	1321	0	0
2022.07.18	15:30:00	1.01206	1.01309	1.01206	1.01288	1132	0	0
2022.07.18	15:40:00	1.01289	1.01369	1.01282	1.01363	1014	0	0
2022.07.18	15:50:00	1.01364	1.01397	1.01336	1.01368	989	0	0
2022.07.18	16:00:00	1.01368	1.01369	1.01239	1.01311	1246	0	0
2022.07.18	16:10:00	1.01311	1.01364	1.01296	1.01354	1068	0	0
2022.07.18	16:20:00	1.01354	1.01453	1.01331	1.01433	1187	0	0
2022.07.18	16:30:00	1.01431	1.01482	1.01422	1.01442	1620	0	0
2022.07.18	16:40:00	1.01442	1.01593	1.01424	1.01591	1767	0	0
2022.07.18	16:50:00	1.01591	1.01659	1.01545	1.01554	1669	0	0
2022.07.18	17:00:00	1.01553	1.01698	1.01550	1.01662	1966	0	0
2022.07.18	17:10:00	1.01661	1.01792	1.01641	1.01781	1735	0	0
2022.07.18	17:20:00	1.01780	1.01816	1.01735	1.01767	1447	0	0
2022.07.18	17:30:00	1.01766	1.01872	1.01759	1.01867	1665	0	0
2022.07.18	17:40:00	1.01867	1.01987	1.01840	1.01974	1698	0	0
2022.07.18	17:50:00	1.01975	1.02014	1.01930	1.01942	2053	0	0
2022.07.18	18:00:00	1.01941	1.01982	1.01789	1.01790	1748	0	0
2022.07.18	18:10:00	1.01790	1.01817	1.01707	1.01718	1248	0	0
2022.07.18	18:20:00	1.01718	1.01723	1.01645	1.01656	1261	0	0
2022.07.18	18:30:00	1.01657	1.01676	1.01590	1.01610	1187	0	0
2022.07.18	18:40:00	1.01611	1.01642	1.01581	1.01622	844	0	0
2022.07.18	18:50:00	1.01621	1.01634	1.01591	1.01603	787	0	0
2022.07.18	19:00:00	1.01603	1.01647	1.01591	1.01640	785	0	0
2022.07.18	19:10:00	1.01640	1.01743	1.01634	1.01716	763	0	0
2022.07.18	19:20:00	1.01716	1.01763	1.01716	1.01762	760	0	0
2022.07.18	19:30:00	1.01762	1.01771	1.01680	1.01680	541	0	0
2022.07.18	19:40:00	1.01680	1.01722	1.01643	1.01680	778	0	0
2022.07.18	19:50:00	1.01682	1.01694	1.01640	1.01671	959	0	0
2022.07.18	20:00:00	1.01672	1.01740	1.01670	1.01726	662	0	0
2022.07.18	20:10:00	1.01727	1.01775	1.01692	1.01715	725	0	0
2022.07.18	20:20:00	1.01714	1.01730	1.01669	1.01674	709	0	0
2022.07.18	20:30:00	1.01674	1.01678	1.01602	1.01631	876	0	0
2022.07.18	20:40:00	1.01631	1.01651	1.01581	1.01584	960	0	0
2022.07.18	20:50:00	1.01583	1.01598	1.01529	1.01547	907	0	0
2022.07.18	21:00:00	1.01548	1.01563	1.01507	1.01555	835	0	0
2022.07.18	21:10:00	1.01555	1.01573	1.01541	1.01552	554	0	0
2022.07.18	21:20:00	1.01551	1.01562	1.01512	1.01525	781	0	0
2022.07.18	21:30:00	1.01524	1.01599	1.01519	1.01597	697	0	0
2022.07.18	21:40:00	1.01597	1.01600	1.01564	1.01583	606	0	0
2022.07.18	21:50:00	1.01583	1.01584	1.01504	1.01509	808	0	0
2022.07.18	22:00:00	1.01508	1.01561	1.01496	1.01540	909	0	0
2022.07.18	22:10:00	1.01541	1.01546	1.01500	1.01525	723	0	0
2022.07.18	22:20:00	1.01524	1.01536	1.01503	1.01518	671	0	0
2022.07.18	22:30:00	1.01519	1.01523	1.01437	1.01479	1159	0	0
2022.07.18	22:40:00	1.01482	1.01493	1.01408	1.01430	998	0	0
2022.07.18	22:50:00	1.01426	1.01442	1.01419	1.01433	762	0	0
2022.07.18	23:00:00	1.01433	1.01462	1.01432	1.01435	417	0	0
2022.07.18	23:10:00	1.01435	1.01452	1.01428	1.01443	282	0	0
2022.07.18	23:20:00	1.01441	1.01456	1.01419	1.01424	291	0	0
2022.07.18	23:30:00	1.01425	1.01440	1.01425	1.01437	109	0	0
2022.07.18	23:40:00	1.01437	1.01457	1.01415	1.01428	152	0	0
2022.07.18	23:50:00	1.01428	1.01462	1.01418	1.01418	144	0	0
2022.07.19	00:00:00	1.01408	1.01424	1.01386	1.01409	76	0	38
2022.07.19	00:10:00	1.01409	1.01461	1.01407	1.01426	68	0	33
2022.07.19	00:20:00	1.01427	1.01440	1.01417	1.01423	97	0	38
2022.07.19	00:30:00	1.01422	1.01446	1.01404	1.01438	89	0	22
2022.07.19	00:40:00	1.01464	1.01470	1.01439	1.01461	233	0	2
2022.07.19	00:50:00	1.01461	1.01470	1.01427	1.01466	225	0	7
2022.07.19	01:00:00	1.01463	1.01487	1.01435	1.01473	159	0	2
2022.07.19	01:10:00	1.01474	1.01479	1.01450	1.01455	180	0	2
2022.07.19	01:20:00	1.01455	1.01461	1.01433	1.01454	207	0	2
2022.07.19	01:30:00	1.01454	1.01462	1.01427	1.01450	244	0	2
2022.07.19	01:40:00	1.01450	1.01479	1.01442	1.01460	261	0	2
2022.07.19	01:50:00	1.01461	1.01461	1.01414	1.01418	516	0	1
2022.07.19	02:00:00	1.01419	1.01430	1.01397	1.01397	344	0	1
2022.07.19	02:10:00	1.01397	1.01404	1.01385	1.01403	177	0	1
2022.07.19	02:20:00	1.01403	1.01413	1.01387	1.01407	184	0	1
2022.07.19	02:30:00	1.01407	1.01413	1.01390	1.01401	219	0	1
2022.07.19	02:40:00	1.01401	1.01427	1.01391	1.01422	242	0	1
2022.07.19	02:50:00	1.01423	1.01470	1.01422	1.01462	302	0	1
2022.07.19	03:00:00	1.01462	1.01484	1.01392	1.01432	655	0	0
2022.07.19	03:10:00	1.01431	1.01431	1.01368	1.01378	381	0	1
2022.07.19	03:20:00	1.01379	1.01380	1.01346	1.01358	282	0	0
2022.07.19	03:30:00	1.01363	1.01369	1.01344	1.01359	315	0	0
2022.07.19	03:40:00	1.01357	1.01357	1.01333	1.01340	285	0	1
2022.07.19	03:50:00	1.01340	1.01341	1.01285	1.01286	725	0	0
2022.07.19	04:00:00	1.01287	1.01304	1.01268	1.01295	450	0	1
2022.07.19	04:10:00	1.01296	1.01304	1.01263	1.01295	510	0	1
2022.07.19	04:20:00	1.01294	1.01342	1.01294	1.01339	432	0	1
2022.07.19	04:30:00	1.01338	1.01365	1.01319	1.01361	744	0	0
2022.07.19	04:40:00	1.01363	1.01368	1.01320	1.01350	659	0	0
2022.07.19	04:50:00	1.01350	1.01366	1.01193	1.01221	659	0	0
2022.07.19	05:00:00	1.01221	1.01333	1.01221	1.01327	619	0	0
2022.07.19	05:10:00	1.01327	1.01351	1.01292	1.01293	625	0	1
2022.07.19	05:20:00	1.01293	1.01308	1.01262	1.01294	411	0	0
2022.07.19	05:30:00	1.01294	1.01323	1.01265	1.01320	398	0	0
2022.07.19	05:40:00	1.01321	1.01330	1.01309	1.01324	430	0	1
2022.07.19	05:50:00	1.01324	1.01325	1.01281	1.01293	382	0	1
2022.07.19	06:00:00	1.01294	1.01351	1.01279	1.01350	501	0	0
2022.07.19	06:10:00	1.01349	1.01383	1.01327	1.01341	573	0	0
2022.07.19	06:20:00	1.01341	1.01382	1.01335	1.01373	354	0	0
2022.07.19	06:30:00	1.01372	1.01377	1.01346	1.01353	304	0	1
2022.07.19	06:40:00	1.01353	1.01358	1.01339	1.01349	326	0	0
2022.07.19	06:50:00	1.01349	1.01371	1.01236	1.01265	536	0	1
2022.07.19	07:00:00	1.01265	1.01346	1.01265	1.01332	432	0	0
2022.07.19	07:10:00	1.01331	1.01340	1.01321	1.01330	362	0	0
2022.07.19	07:20:00	1.01331	1.01351	1.01324	1.01350	321	0	0
2022.07.19	07:30:00	1.01350	1.01376	1.01349	1.01361	298	0	0
2022.07.19	07:40:00	1.01362	1.01435	1.01359	1.01435	319	0	0
2022.07.19	07:50:00	1.01434	1.01435	1.01243	1.01280	909	0	0
2022.07.19	08:00:00	1.01280	1.01393	1.01271	1.01368	720	0	0
2022.07.19	08:10:00	1.01367	1.01434	1.01366	1.01431	672	0	0
2022.07.19	08:20:00	1.01431	1.01496	1.01422	1.01483	714	0	0
2022.07.19	08:30:00	1.01483	1.01546	1.01467	1.01501	814	0	0
2022.07.19	08:40:00	1.01500	1.01522	1.01481	1.01503	742	0	0
2022.07.19	08:50:00	1.01503	1.01511	1.01450	1.01476	768	0	0
2022.07.19	09:00:00	1.01476	1.01569	1.01457	1.01559	1227	0	0
2022.07.19	09:10:00	1.01560	1.01574	1.01490	1.01517	1167	0	0
2022.07.19	09:20:00	1.01519	1.01589	1.01508	1.01585	1094	0	0
2022.07.19	09:30:00	1.01586	1.01588	1.01513	1.01549	1008	0	0
2022.07.19	09:40:00	1.01550	1.01688	1.01523	1.01667	1118	0	0
2022.07.19	09:50:00	1.01665	1.01689	1.01632	1.01664	1040	0	0
2022.07.19	10:00:00	1.01665	1.01799	1.01651	1.01784	2120	0	0
2022.07.19	10:10:00	1.01784	1.01824	1.01738	1.01791	1522	0	0
2022.07.19	10:20:00	1.01793	1.01952	1.01759	1.01932	1651	0	0
2022.07.19	10:30:00	1.01929	1.02295	1.01921	1.02152	3098	0	0
2022.07.19	10:40:00	1.02157	1.02210	1.02071	1.02183	2113	0	0
